Price,Status,Area,Rate per sqft,Property Type,Locality,RERA Approval,BHK_Count,Flat Type,Log_Price
13500000.0,Ready to move,1735,7780,3 BHK Apartment in Vatika Gurgaon 21,Sector 83,Not approved by RERA,3,Apartment,16.41820031748273
76300000.0,Ready to move,3469,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.150183509360843
19800000.0,Ready to move,1473,13450,1 BHK Apartment in M3M Sky Lofts,Sector 71,Not approved by RERA,1,Apartment,16.801192546169812
10000000.0,Under Construction,1545,6499,2 BHK Apartment in M3M Sierra 68,Sector 68,Approved by RERA,2,Apartment,16.118095750958314
83900000.0,Ready to move,4973,16881,5 BHK Villa in Experion The Westerlies,Sector 108,Not approved by RERA,5,Villa,18.245136183356387
38500000.0,Ready to move,2400,16083,3 BHK Apartment in M3M Merlin Iconic Tower,Sector 67,Not approved by RERA,3,Apartment,17.46616882523204
18000000.0,Under Construction,2637,6826,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,16.705882371415992
9592000.0,Ready to move,1199,8000,2 BHK Apartment in M3M Sierra 68,Sector 68,Not approved by RERA,2,Apartment,16.076440079943026
43400000.0,Ready to move,2550,17019,4 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,4,Apartment,17.585970022112107
28000000.0,Under Construction,1374,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,17.147715103853763
35800000.0,Ready to move,1895,18913,3 BHK Apartment in Parsvnath Exotica,Sector 53,Not approved by RERA,3,Apartment,17.393458479303888
38200000.0,Under Construction,1797,21300,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment,17.458346099754813
12000000.0,Ready to move,1800,6666,3 BHK Apartment in Satya The Hermitage,Sector 103,Not approved by RERA,3,Apartment,16.300417291085605
19500000.0,Ready to move,2425,8041,4 BHK Apartment in Pareena Express Heights,Sector 99A,Not approved by RERA,4,Apartment,16.785925074816024
13000000.0,Ready to move,2000,6500,3 BHK Independent Floor in Ansal Sushant Lok 1,Sector 43,Not approved by RERA,3,Floor,16.380459992348886
88600000.0,Under Construction,4430,20000,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment,18.29964242686199
30000000.0,Ready to move,1508,19893,2 BHK Apartment in Emaar Digi Homes,Sector 62,Not approved by RERA,2,Apartment,17.216707972959764
15500000.0,Under Construction,1545,10042,3 BHK Apartment in Ashiana Amarah Phase 2,Sector 93,Approved by RERA,3,Apartment,16.5563506464056
34400000.0,Under Construction,2781,12393,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Approved by RERA,3,Apartment,17.353567151413394
25000000.0,Ready to move,1571,15913,2 BHK Apartment in Mangalam M3M Heights M3M Skycity,Sector 65,Not approved by RERA,2,Apartment,17.034386422832473
55599999.99999999,Ready to move,4935,11277,4 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Not approved by RERA,4,Apartment,17.83369377720642
14700000.0,Under Construction,1478,9979,2 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,2,Apartment,16.503358119776173
4500000.0,Ready to move,2000,2250,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot,15.319588176962746
10000000.0,Under Construction,1268,7937,3 BHK Apartment in Ashiana Anmol Phase II,Sector 33 Sohna,Approved by RERA,3,Apartment,16.118095750958314
46200000.0,Under Construction,2800,16500,3 BHK Apartment in Ganga Nandaka,Sector 84,Approved by RERA,3,Apartment,17.648490377696987
13000000.0,Ready to move,1371,9552,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,16.380459992348886
4500000.0,Ready to move,920,4891,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot,15.319588176962746
18300000.0,Ready to move,1699,10774,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment,16.722411672456456
21300000.0,Under Construction,1470,14500,3 BHK Apartment in Signature Global City 63A,Sector 63A,Approved by RERA,3,Apartment,16.87421767762801
25400000.0,Ready to move,2831,9000,4 BHK Apartment in DLF The Ultima,Sector 81,Not approved by RERA,4,Apartment,17.050259771358842
18400000.0,Under Construction,1171,15798,2 BHK Apartment in M3M Antalya Hills ,Sector 79,Approved by RERA,2,Apartment,16.72786127692704
19100000.0,Ready to move,1125,17000,2 BHK Apartment in Emaar Palm Drive,Sector 66,Not approved by RERA,2,Apartment,16.765198945372877
44800000.00000001,Under Construction,2717,16500,4 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,4,Apartment,17.61771871970664
7500000.0,Under Construction,1305,5747,3 BHK Independent Floor in SSG Yash Vatika 3,Sector 4,Approved by RERA,3,Floor,15.830413711839864
4500000.0,Ready to move,1000,4500,2 BHK Apartment,Sector 69,Not approved by RERA,2,Plot,15.319588176962746
62400000.0,Ready to move,3300,18933,4 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,4,Apartment,17.949075849365297
168800000.0,Ready to move,7673,22000,4 BHK Apartment in Pioneer Araya,Sector 62,Not approved by RERA,4,Apartment,18.9442251460503
14000000.0,Ready to move,1900,7368,3 BHK Independent Floor,Sector 39,Not approved by RERA,3,Plot,16.454567959008102
17500000.0,Ready to move,1103,15933,2 BHK Apartment in Smart Smart World Gems,Sector 89,Not approved by RERA,2,Apartment,16.677711496036597
8500000.0,Ready to move,1269,6698,2 BHK Apartment in Eldeco Accolade,Sector 2 Sohna,Not approved by RERA,2,Apartment,15.955576839107596
113100000.0,Under Construction,6096,18559,5 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,5,Apartment,18.543782949928083
122500000.0,Ready to move,5211,23520,4 BHK Independent Floor in B kumar and brothers the passion group,Aralias Drive,Not approved by RERA,4,Floor,18.623621596112322
9797000.0,Ready to move,653,15003,3 BHK Independent Floor in Signature Global City 81,Sector 81,Not approved by RERA,3,Floor,16.097586876398836
25500000.0,Ready to move,2300,11087,4 BHK Apartment in 4S 4S Aradhya Homes,Sector 67,Not approved by RERA,4,Apartment,17.05418904934434
2575000.0,Ready to move,518,4971,1 BHK Apartment in GLS Avenue 51,Sector 92,Not approved by RERA,1,Apartment,14.761360480429413
65000000.0,Ready to move,3340,19461,3 BHK Apartment in M3M Polo Suites,Sector 65,Not approved by RERA,3,Apartment,17.989897843244528
19700000.0,Ready to move,1750,11257,3 BHK Apartment in ATS Marigold,Sector 89A,Not approved by RERA,3,Apartment,16.796129244469636
38900000.0,Ready to move,2700,14444,4 BHK Apartment in Investors Guide Floor 5,DLF Phase 2,Not approved by RERA,4,Apartment,17.476504834295614
39500000.0,Under Construction,1975,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.491811255187805
51300000.0,Under Construction,2620,19600,4 BHK Apartment in Adani Samsara Avasa,Sector 63,Approved by RERA,4,Apartment,17.753201329634177
20900000.0,Ready to move,1961,10658,3 BHK Apartment in Vatika Iris Floors,Sector 82,Not approved by RERA,3,Apartment,16.855259764781927
26800000.0,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment,17.103912482794517
15000000.0,Ready to move,1550,9677,2 BHK Apartment in Pareena Coban Residences,Sector 99A,Not approved by RERA,2,Apartment,16.52356082573315
40800000.0,Under Construction,2015,20266,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment,17.524192663884193
22000000.0,Ready to move,2100,10476,3 BHK Independent Floor,Sector 51,Not approved by RERA,3,Plot,16.906553056777135
47500000.0,Ready to move,4220,11278,4 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Not approved by RERA,4,Apartment,17.6762402900575
15300000.0,Ready to move,2384,6447,3 BHK Apartment in BPTP Amstoria Country Floor,Sector 102,Not approved by RERA,3,Apartment,16.54336345172214
1970000.0,Ready to move,463,4254,1 BHK Apartment in AVL 36,Sector 36A,Not approved by RERA,1,Apartment,14.493544608328255
49900000.0,Ready to move,3000,16666,4 BHK Apartment in Belairess,Golf Course Road,Not approved by RERA,4,Apartment,17.725531580761828
83600000.0,Ready to move,4400,19000,4 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,4,Apartment,18.241554090016653
7627000.0,Under Construction,1192,6399,2 BHK Apartment in M3M Sierra 68,Sector 68,Approved by RERA,2,Apartment,15.847205272259517
27599999.999999996,Ready to move,1370,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,17.133326366919263
1100000.0,Ready to move,250,4400,1 BHK Apartment in CHD Avenue 71,Sector 71,Not approved by RERA,1,Apartment,13.910821646859095
50700000.0,Under Construction,2538,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.741436488285277
16500000.0,Ready to move,1935,8527,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,Not approved by RERA,3,Floor,16.61887099947687
23200000.0,Under Construction,2071,11250,3 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,3,Apartment,16.959662879739987
20000000.0,Ready to move,1800,11111,3 BHK Independent Floor,Sector 57,Not approved by RERA,3,Plot,16.811242881518265
37700000.0,Under Construction,2360,16001,3 BHK Apartment in Pyramid Alban,Sector 71,Approved by RERA,3,Apartment,17.445170678943438
2630000.0,Under Construction,645,4077,3 BHK Apartment in ROF Aalayas Phase 2,Sector 102,Approved by RERA,3,Apartment,14.782494784382012
44000000.0,Ready to move,3900,11282,4 BHK Apartment in DLF Pinnacle,Sector 43,Not approved by RERA,4,Apartment,17.599700214609808
4500000.0,Ready to move,920,4891,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot,15.319588176962746
85900000.0,Ready to move,3909,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.268694398595926
22000000.0,Under Construction,1545,14250,3 BHK Apartment in Ashiana Amarah Phase 2,Sector 93,Approved by RERA,3,Apartment,16.906553056777135
20900000.0,Under Construction,1420,14750,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,2,Apartment,16.855259764781927
125500000.0,Ready to move,5521,22739,4 BHK Villa in B kumar and brothers the passion group,DLF CITY PHASE I,Not approved by RERA,4,Villa,18.64781632450424
61000000.0,Ready to move,3215,19000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.926384438531027
35600000.0,Ready to move,2200,16200,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Not approved by RERA,3,Apartment,17.387856223912145
19000000.0,Ready to move,2352,8078,4 BHK Apartment in Pareena Coban Residences,Sector 99A,Not approved by RERA,4,Apartment,16.759949589762293
9304000.0,Under Construction,1103,8435,2 BHK Apartment in Smart Smart World Gems,Sector 89,Approved by RERA,2,Apartment,16.045955080661287
21000000.0,Ready to move,1620,12962,3 BHK Independent Floor,Sector 56,Not approved by RERA,3,Plot,16.860033043306743
49400000.00000001,Under Construction,2150,23000,3 BHK Apartment in Silverglades Hightown Residences,Sector 28,Approved by RERA,3,Apartment,17.715461002401067
41100000.0,Under Construction,2350,17500,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment,17.531518703797364
66800000.0,Under Construction,4054,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,18.017213653476933
137500000.0,Ready to move,9000,15277,5 BHK Independent Floor in DLF Phase 1,Sector 26 Gurgaon,Not approved by RERA,5,Floor,18.739134482343626
20700000.0,Ready to move,1611,12849,3 BHK Independent Floor in  Estates,Sector-63A Gurgaon,Not approved by RERA,3,Floor,16.845644306544774
23000000.0,Ready to move,2700,8518,4 BHK Independent Floor in Bargainer Ultra Premium Floors,Sector 51,Not approved by RERA,4,Floor,16.951004817371683
24200000.0,Under Construction,2505,9700,4 BHK Apartment in Vatika Vatika Seven Elements,Sector 89A,Approved by RERA,4,Apartment,17.001863232449228
39400000.0,Ready to move,1951,20200,4 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,4,Apartment,17.489276399648872
54500000.0,Under Construction,2937,18559,3 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,3,Apartment,17.813711277982097
12900000.0,Ready to move,1800,7166,3 BHK Independent Floor,Sector 95,Not approved by RERA,3,Plot,16.372737946851277
32100000.0,Under Construction,2249,14300,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment,17.284366619252893
12600000.0,Ready to move,1264,10000,2 BHK Apartment in Eldeco Accolade,Sector 2 Sohna,Not approved by RERA,2,Apartment,16.349207451286784
8000000.0,Under Construction,1511,5294,3 BHK Apartment in Raheja Vanya,Sector 99A,Approved by RERA,3,Apartment,15.894952224644102
37800000.0,Under Construction,1091,34678,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.44781968704484
37800000.0,Ready to move,2356,16083,3 BHK Apartment in M3M Merlin Iconic Tower,Sector 67,Not approved by RERA,3,Apartment,17.44781968704484
11200000.000000002,Under Construction,1235,9072,3 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,3,Apartment,16.231424425551033
26800000.0,Under Construction,2390,11250,4 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,4,Apartment,17.103912482794517
29000000.0,Ready to move,2215,13092,3 BHK Apartment in Tata Gurgaon Gateway,Sector 112,Not approved by RERA,3,Apartment,17.182806422433504
27900000.0,Ready to move,2598,10775,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment,17.14413728263389
3200000.0,Ready to move,900,3555,2 BHK Independent Floor,Sector 33,Not approved by RERA,2,Plot,14.978661680269907
28500000.0,Ready to move,2367,12040,3 BHK Independent Floor,Sector 28,Not approved by RERA,3,Plot,17.1654146803266
32500000.0,Ready to move,1711,18994,3 BHK Apartment in Sobha City,Sector 108,Not approved by RERA,3,Apartment,17.296750678069195
30000000.0,Ready to move,2215,13544,3 BHK Apartment in Tata Gurgaon Gateway,Sector 112,Not approved by RERA,3,Apartment,17.216707972959764
2580000.0,Under Construction,645,4000,3 BHK Apartment in Czar Mahira Homes 63A,Sector 63A,Approved by RERA,3,Apartment,14.763300344494624
30000000.0,Ready to move,1508,19893,2 BHK Apartment in Emaar Digi Homes,Sector 62,Not approved by RERA,2,Apartment,17.216707972959764
28600000.0,Under Construction,2550,11250,4 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,4,Apartment,17.168917310755116
26500000.0,Ready to move,2095,12649,3 BHK Apartment in ATS Kocoon,Sector 109,Not approved by RERA,3,Apartment,17.0926553286923
17000000.0,Ready to move,1420,12000,2 BHK Apartment in Paras Irene,Sector 70A,Not approved by RERA,2,Apartment,16.648723960844016
21600000.0,Under Construction,1976,10960,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,16.888203918950687
40400000.0,Under Construction,2022,20000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment,17.514340367683854
5600000.0,Ready to move,675,8296,2 BHK Independent House,Sector 104,Not approved by RERA,2,Plot,15.53827733427679
360000000.0,Ready to move,9000,40000,5 BHK Apartment in Cameliaas,Golf Course Road,Not approved by RERA,5,Apartment,19.701614592192207
53200000.0,Ready to move,3130,17000,4 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,4,Apartment,17.789568973108864
26000000.0,Ready to move,2875,9043,4 BHK Apartment in Indiabulls Centrum Park,Sector 103,Not approved by RERA,4,Apartment,17.073607134447293
12500000.0,Ready to move,915,13661,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Not approved by RERA,2,Apartment,16.341239282272525
127000000.0,Under Construction,6353,20000,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment,18.65969765229688
23900000.0,Ready to move,1691,14184,3 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,3,Apartment,16.98938905874274
3600000.0,Ready to move,1200,3000,3 BHK Independent Floor,Sector 105,Not approved by RERA,3,Plot,15.096444681204078
54100000.0,Ready to move,2300,23554,3 BHK Apartment in Signature Global City 37D,Sector 37D,Not approved by RERA,3,Apartment,17.806344762301
31500000.0,Ready to move,3195,9859,4 BHK Independent Floor,Sector 43,Not approved by RERA,4,Plot,17.265498135541893
22000000.0,Ready to move,2600,8461,4 BHK Independent Floor,Sector 47,Not approved by RERA,4,Plot,16.906553056777135
14700000.0,Ready to move,2800,5250,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,Not approved by RERA,3,Floor,16.503358119776173
2350000.0,Under Construction,578,4066,2 BHK Apartment in Signature Global Global Prime,Sector 63,Approved by RERA,2,Apartment,14.669926311652166
24900000.000000004,Ready to move,3150,7904,4 BHK Apartment in ATS Triumph,Sector 104,Not approved by RERA,4,Apartment,17.030378401595577
35000000.0,Ready to move,3240,10802,4 BHK Independent Floor,Sector 41,Not approved by RERA,4,Plot,17.370858648025116
43000000.0,Ready to move,2550,16862,3 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,3,Apartment,17.57671069691365
16500000.0,Under Construction,1955,8439,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,16.61887099947687
56500000.0,Ready to move,2720,20801,4 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,4,Apartment,17.849751213815786
