Status,Area,Rate per sqft,Property Type,Locality,RERA Approval,BHK_Count,Flat Type
Under Construction,1566,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Approved by RERA,2,Apartment
Ready to move,1225,10204,2 BHK Apartment in Pareena Mi Casa,Sector 68,Not approved by RERA,2,Apartment
Under Construction,2380,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment
Ready to move,2129,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment
Ready to move,2250,14444,4 BHK Apartment in Ashley Estate Floors 7,DLF Phase 2,Not approved by RERA,4,Apartment
Under Construction,2874,42735,3 BHK Apartment in Tulip Monsella,Sector 53,Approved by RERA,3,Apartment
Ready to move,2160,10416,3 BHK Independent Floor,Sector 57,Not approved by RERA,3,Plot
Under Construction,2350,11250,3 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,3,Apartment
Under Construction,1248,31650,3 BHK Apartment in Ameya Sapphire Residences,Sector 15,Approved by RERA,3,Apartment
Under Construction,1091,34678,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment
Ready to move,1650,11515,3 BHK Apartment in Emaar Gurgaon Greens,Sector 102,Not approved by RERA,3,Apartment
Ready to move,2700,8333,4 BHK Independent Floor in Ansal Versalia Phase A2,Sector 67,Not approved by RERA,4,Floor
Ready to move,800,6706,2 BHK Apartment in Shree Vardhman Green Court,Sector 90,Not approved by RERA,2,Apartment
Under Construction,1171,15798,2 BHK Apartment in M3M Antalya Hills,Sector 79,Approved by RERA,2,Apartment
Under Construction,3577,18000,4 BHK Apartment in DLF Privana,Sector 77,Approved by RERA,4,Apartment
Ready to move,5096,10900,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment
Ready to move,2850,4736,3 BHK Independent House,Sector 55,Not approved by RERA,3,Plot
Ready to move,2300,17391,4 BHK Apartment in Suncity Essel Towers,Sector 28,Not approved by RERA,4,Apartment
Ready to move,1500,14000,3 BHK Apartment in BPTP Astaire Garden Floors,Sector 70A,Not approved by RERA,3,Apartment
Under Construction,4430,20000,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment
Under Construction,643,3600,3 BHK Apartment in GLS Arawali Homes 2,Sector 4 Sohna,Approved by RERA,3,Apartment
Under Construction,721,3637,3 BHK Apartment in Pyramid Altia,Sector 70,Approved by RERA,3,Apartment
Ready to move,1370,12222,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment
Ready to move,1818,11395,3 BHK Apartment in DLF The Primus,Sector 82A,Not approved by RERA,3,Apartment
Under Construction,1388,21314,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment
Ready to move,1500,9038,3 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,3,Apartment
Ready to move,1227,20801,3 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,3,Apartment
Ready to move,1300,9616,2 BHK Apartment in Shree Vardhman Shree Vardhman Victoria,Sector 70,Not approved by RERA,2,Apartment
Ready to move,1900,6052,3 BHK Apartment in Emaar Palm Gardens,Sector 83,Not approved by RERA,3,Apartment
Ready to move,4200,7500,5 BHK Apartment,Sector 109,Not approved by RERA,5,Plot
Ready to move,2262,9038,3 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,3,Apartment
Under Construction,2100,220000,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment
Ready to move,4530,28520,5 BHK Apartment in Pioneer Park Presidia,Sector 62,Not approved by RERA,5,Apartment
Under Construction,1443,9494,3 BHK Apartment in Smart Smart World Gems,Sector 89,Approved by RERA,3,Apartment
Ready to move,2177,6522,3 BHK Apartment in Brisk Lumbini Terrace Homes,Sector 109,Not approved by RERA,3,Apartment
Ready to move,1830,7650,3 BHK Apartment in Paras Irene,Sector 70A,Not approved by RERA,3,Apartment
Ready to move,3117,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Under Construction,2550,11250,4 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,4,Apartment
Ready to move,1565,12500,2 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Not approved by RERA,2,Apartment
Under Construction,5223,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment
Ready to move,1800,10555,3 BHK Apartment in Bargainer Homes Luxury Floor,Sector 41,Not approved by RERA,3,Apartment
Under Construction,1109,34625,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment
Ready to move,2882,21500,3 BHK Apartment in Ireo The Grand Arch,Sector 58,Not approved by RERA,3,Apartment
Under Construction,2147,21301,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment
Ready to move,2527,17214,4 BHK Apartment in Conscient Heritage One,Sector 62,Not approved by RERA,4,Apartment
Under Construction,1075,11813,2 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Approved by RERA,2,Apartment
Ready to move,9000,11111,5 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,5,Apartment
Under Construction,2898,15527,4 BHK Independent Floor in Adani Brahma Samsara Vilasa,Sector 63,Approved by RERA,4,Floor
Under Construction,1400,15576,3 BHK Apartment in Whiteland Blissville,Sector 76,Approved by RERA,3,Apartment
Ready to move,2595,11500,3 BHK Apartment in Pioneer Presidia,Sector 62,Not approved by RERA,3,Apartment
Ready to move,3240,7098,4 BHK Independent Floor in south city 1 M Block,South City I,Not approved by RERA,4,Floor
Ready to move,1800,5555,3 BHK Independent Floor,Sector 50,Not approved by RERA,3,Plot
Under Construction,1665,21261,3 BHK Apartment in M3M Crown Phase 1,Sector 111,Approved by RERA,3,Apartment
Ready to move,3976,18500,4 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Not approved by RERA,4,Apartment
Ready to move,2400,9000,3 BHK Apartment in Emaar Emerald Floors Premier,Sector 65,Not approved by RERA,3,Apartment
Under Construction,1300,20000,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment
Ready to move,1930,7564,3 BHK Apartment in DLF The Skycourt,Sector 86,Not approved by RERA,3,Apartment
Ready to move,356,4070,1 BHK Apartment in Breez Global Heights,Sector 48,Not approved by RERA,1,Apartment
Under Construction,1946,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment
Ready to move,1776,10247,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Not approved by RERA,3,Apartment
Under Construction,1469,37465,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment
Ready to move,3800,17715,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Ready to move,1800,11111,3 BHK Apartment in Bargainer Ultra Premium Luxurious Floors,Sector 47,Not approved by RERA,3,Apartment
Ready to move,6521,23686,4 BHK Independent Floor in B kumar and brothers the passion group,DLF Phase 4,Not approved by RERA,4,Floor
Under Construction,4100,16500,5 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,5,Apartment
Ready to move,817,20800,2 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,2,Apartment
Ready to move,1585,11671,3 BHK Independent Floor in Vatika Iris Floors,Sector 82,Not approved by RERA,3,Floor
Ready to move,2985,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Ready to move,1433,22120,2 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,2,Apartment
Ready to move,4366,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment
Ready to move,3449,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Ready to move,3470,12680,4 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Not approved by RERA,4,Apartment
Ready to move,2100,18000,4 BHK Apartment in Emaar Palm Drive,Sector 66,Not approved by RERA,4,Apartment
Ready to move,750,3466,2 BHK Independent Floor in SPS Gold,Sector 105,Not approved by RERA,2,Floor
Ready to move,2380,20000,3 BHK Apartment in M3M Latitude,Sector 65,Not approved by RERA,3,Apartment
Under Construction,1776,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Approved by RERA,3,Apartment
Ready to move,2700,12037,4 BHK Independent Floor,Sector 54,Not approved by RERA,4,Plot
Ready to move,1751,6853,3 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Not approved by RERA,3,Apartment
Under Construction,2054,14950,3 BHK Apartment in M3M Skycity,Sector 65,Approved by RERA,3,Apartment
Ready to move,1103,27855,2 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,2,Apartment
Ready to move,603,12437,3 BHK Independent House,Sector 3A,Not approved by RERA,3,Plot
Under Construction,2400,13000,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Approved by RERA,3,Apartment
Under Construction,1328,9479,3 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,3,Apartment
Ready to move,1350,8500,2 BHK Apartment in Vatika Xpressions,Sector 88B,Not approved by RERA,2,Apartment
Under Construction,1690,11597,3 BHK Independent Floor in Whiteland Blissville,Sector 76,Approved by RERA,3,Floor
Under Construction,598,4075,2 BHK Apartment in Signature Global The Millennia 3,Sector 37D,Approved by RERA,2,Apartment
Under Construction,1850,26486,3 BHK Independent Floor in Adani Brahma Samsara Vilasa,Sector 63,Approved by RERA,3,Floor
Ready to move,1720,9302,3 BHK Apartment in Emaar Palm Gardens,Sector 83,Not approved by RERA,3,Apartment
Ready to move,3469,17872,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Ready to move,6051,17000,4 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,4,Apartment
Under Construction,1902,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,3,Apartment
Ready to move,1671,8976,2 BHK Apartment in SS The Leaf,Sector 85,Not approved by RERA,2,Apartment
Ready to move,750,8666,2 BHK Apartment in Tulip Lemon,Sector 69,Not approved by RERA,2,Apartment
Under Construction,2054,14950,3 BHK Apartment in M3M Skycity,Sector 65,Approved by RERA,3,Apartment
Under Construction,1555,21000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment
Ready to move,1582,12222,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment
Ready to move,900,3555,2 BHK Independent Floor,Sector 14,Not approved by RERA,2,Plot
Ready to move,1450,17800,2 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,2,Apartment
Ready to move,920,4891,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot
Ready to move,2025,17530,3 BHK Apartment in M3M Merlin,Sector 67,Not approved by RERA,3,Apartment
Under Construction,1665,220000,3 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,3,Apartment
Ready to move,1600,14062,3 BHK Independent Floor,Sector 63,Not approved by RERA,3,Plot
Under Construction,2800,15357,4 BHK Apartment in Ganga Nandaka,Sector 84,Approved by RERA,4,Apartment
Ready to move,1735,7780,3 BHK Apartment in Vatika Gurgaon 21,Sector 83,Not approved by RERA,3,Apartment
Ready to move,3469,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Ready to move,1473,13450,1 BHK Apartment in M3M Sky Lofts,Sector 71,Not approved by RERA,1,Apartment
Under Construction,1545,6499,2 BHK Apartment in M3M Sierra 68,Sector 68,Approved by RERA,2,Apartment
Ready to move,4973,16881,5 BHK Villa in Experion The Westerlies,Sector 108,Not approved by RERA,5,Villa
Ready to move,2400,16083,3 BHK Apartment in M3M Merlin Iconic Tower,Sector 67,Not approved by RERA,3,Apartment
Under Construction,2637,6826,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment
Ready to move,1199,8000,2 BHK Apartment in M3M Sierra 68,Sector 68,Not approved by RERA,2,Apartment
Ready to move,2550,17019,4 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,4,Apartment
Under Construction,1374,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment
Ready to move,1895,18913,3 BHK Apartment in Parsvnath Exotica,Sector 53,Not approved by RERA,3,Apartment
Under Construction,1797,21300,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment
Ready to move,1800,6666,3 BHK Apartment in Satya The Hermitage,Sector 103,Not approved by RERA,3,Apartment
Ready to move,2425,8041,4 BHK Apartment in Pareena Express Heights,Sector 99A,Not approved by RERA,4,Apartment
Ready to move,2000,6500,3 BHK Independent Floor in Ansal Sushant Lok 1,Sector 43,Not approved by RERA,3,Floor
Under Construction,4430,20000,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment
Ready to move,1508,19893,2 BHK Apartment in Emaar Digi Homes,Sector 62,Not approved by RERA,2,Apartment
Under Construction,1545,10042,3 BHK Apartment in Ashiana Amarah Phase 2,Sector 93,Approved by RERA,3,Apartment
Under Construction,2781,12393,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Approved by RERA,3,Apartment
Ready to move,1571,15913,2 BHK Apartment in Mangalam M3M Heights M3M Skycity,Sector 65,Not approved by RERA,2,Apartment
Ready to move,4935,11277,4 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Not approved by RERA,4,Apartment
Under Construction,1478,9979,2 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,2,Apartment
Ready to move,2000,2250,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot
Under Construction,1268,7937,3 BHK Apartment in Ashiana Anmol Phase II,Sector 33 Sohna,Approved by RERA,3,Apartment
Under Construction,2800,16500,3 BHK Apartment in Ganga Nandaka,Sector 84,Approved by RERA,3,Apartment
Ready to move,1371,9552,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment
Ready to move,920,4891,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot
Ready to move,1699,10774,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment
Under Construction,1470,14500,3 BHK Apartment in Signature Global City 63A,Sector 63A,Approved by RERA,3,Apartment
Ready to move,2831,9000,4 BHK Apartment in DLF The Ultima,Sector 81,Not approved by RERA,4,Apartment
Under Construction,1171,15798,2 BHK Apartment in M3M Antalya Hills,Sector 79,Approved by RERA,2,Apartment
Ready to move,1125,17000,2 BHK Apartment in Emaar Palm Drive,Sector 66,Not approved by RERA,2,Apartment
Under Construction,2717,16500,4 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,4,Apartment
Under Construction,1305,5747,3 BHK Independent Floor in SSG Yash Vatika 3,Sector 4,Approved by RERA,3,Floor
Ready to move,1000,4500,2 BHK Apartment,Sector 69,Not approved by RERA,2,Plot
Ready to move,3300,18933,4 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,4,Apartment
Ready to move,7673,22000,4 BHK Apartment in Pioneer Araya,Sector 62,Not approved by RERA,4,Apartment
Ready to move,1900,7368,3 BHK Independent Floor,Sector 39,Not approved by RERA,3,Plot
Ready to move,1103,15933,2 BHK Apartment in Smart Smart World Gems,Sector 89,Not approved by RERA,2,Apartment
Ready to move,1269,6698,2 BHK Apartment in Eldeco Accolade,Sector 2 Sohna,Not approved by RERA,2,Apartment
Under Construction,6096,18559,5 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,5,Apartment
Ready to move,5211,23520,4 BHK Independent Floor in B kumar and brothers the passion group,Aralias Drive,Not approved by RERA,4,Floor
Ready to move,653,15003,3 BHK Independent Floor in Signature Global City 81,Sector 81,Not approved by RERA,3,Floor
Ready to move,2300,11087,4 BHK Apartment in 4S 4S Aradhya Homes,Sector 67,Not approved by RERA,4,Apartment
Ready to move,518,4971,1 BHK Apartment in GLS Avenue 51,Sector 92,Not approved by RERA,1,Apartment
Ready to move,3340,19461,3 BHK Apartment in M3M Polo Suites,Sector 65,Not approved by RERA,3,Apartment
Ready to move,1750,11257,3 BHK Apartment in ATS Marigold,Sector 89A,Not approved by RERA,3,Apartment
Ready to move,2700,14444,4 BHK Apartment in Investors Guide Floor 5,DLF Phase 2,Not approved by RERA,4,Apartment
Under Construction,1975,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment
Under Construction,2620,19600,4 BHK Apartment in Adani Samsara Avasa,Sector 63,Approved by RERA,4,Apartment
Ready to move,1961,10658,3 BHK Apartment in Vatika Iris Floors,Sector 82,Not approved by RERA,3,Apartment
Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment
Ready to move,1550,9677,2 BHK Apartment in Pareena Coban Residences,Sector 99A,Not approved by RERA,2,Apartment
Under Construction,2015,20266,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment
Ready to move,2100,10476,3 BHK Independent Floor,Sector 51,Not approved by RERA,3,Plot
Ready to move,4220,11278,4 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Not approved by RERA,4,Apartment
Ready to move,2384,6447,3 BHK Apartment in BPTP Amstoria Country Floor,Sector 102,Not approved by RERA,3,Apartment
Ready to move,463,4254,1 BHK Apartment in AVL 36,Sector 36A,Not approved by RERA,1,Apartment
Ready to move,3000,16666,4 BHK Apartment in Belairess,Golf Course Road,Not approved by RERA,4,Apartment
Ready to move,4400,19000,4 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,4,Apartment
